Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
 World,Latvia,2016,EXPIMP,Plastic or Rubber,881755.55,279016.4,4.5,2.6,1,-4.71,-4.71,4.77,4.9,2345,63.8,36.03,0.09,0.09,50,0,357.12,52002.25,296.83,8.93,9.45,30427,77.57,21.18,1.28,14.93,400,0,2414.91,52299.08,0
 World,Macao,2016,EXPIMP,Plastic or Rubber,170001.26,69307.33,1.51,4.64,1,-7.39,-7.39,4.78,0.51,643,73.72,26.28,0,0,35,0,0,4175.9,56014.49,9.92,7.71,15022,79.14,19.73,1.87,24.57,400,0,608.38,60190.4,0
 World,Morocco,2016,EXPIMP,Plastic or Rubber,3241672.79,185641.57,5.49,0.72,1,-0.61,-0.61,4.86,6.17,2693,45.19,54.73,0.04,0.04,50,0,17841.14,133759.89,8277.86,8.57,9.09,32166,76.52,22.24,1.11,13.59,400,0,25111.32,142037.74,0
 World,Moldova,2016,EXPIMP,Plastic or Rubber,364923.19,21326.39,5.59,0.91,1,0.74,0.74,1.02,3.39,935,19.04,80.96,0,0,30,0,0,20564.57,1919.82,9.35,9.63,22444,78.44,20.45,2.03,24.81,400,0,376.33,22484.38,0
 World,Madagascar,2016,EXPIMP,Plastic or Rubber,166168.06,2018.57,5.02,0.07,1,7.71,7.71,3.1,4.7,476,28.57,71.43,0,0,25,0,0,2152.99,256.21,10.28,11.39,11437,79.49,19.61,0.84,20.8,400,0,20.48,2409.2,0
 World,Maldives,2016,EXPIMP,Plastic or Rubber,91049.74,246.44,5,0.09,1,7.95,7.95,3.33,3.08,201,40.8,59.2,0,0,30,0,0,163.9,2.75,10.13,9.19,6479,80.23,19.14,1.49,18.91,60,0,5.93,166.65,0
 World,Middle East & North Africa,2016,EXPIMP,Plastic or Rubber,41274289.02,36425136.54,3.86,4.95,,,,5.09,3.47,51505,50,49.88,0.03,0.09,400,0,234994.32,34541252.6,1308.82,8,5.43,41855,74.95,23.78,0.09,0.94,400,0,484280.07,34542561.42,0
 World,Mexico,2016,EXPIMP,Plastic or Rubber,27276131.25,10168748.4,6.91,2.52,1,-1.05,-1.05,4.42,6.12,10553,56.88,43.04,0.02,0.06,60,0,200085.94,9647521.35,4330.39,7.99,9.17,41351,75.02,23.73,0.36,4.52,400,0,547403.22,9651851.74,0
 World,Marshall Islands,2016,EXPIMP,Plastic or Rubber,8270.57,10317.5,0.04,1.83,,,,6.28,4.97,207,59.9,40.1,0,0,20,0,0,9872.97,85,10.61,7.55,8189,80.45,18.68,4.83,29.47,400,0,5.37,9957.98,0
 World,"Macedonia, FYR",2016,EXPIMP,Plastic or Rubber,480580.11,67851.8,4.27,1.18,1,2.39,2.39,0.69,0.57,1265,20.4,79.6,0,0,25,0,0,20533.97,47148.85,8.94,10.58,25521,77.77,21.07,0.95,22.37,400,0,559.78,67682.81,0
 World,Mali,2016,EXPIMP,Plastic or Rubber,148423.84,933.04,3.35,0.04,1,,,2.48,2.96,339,42.48,57.52,0,0,30,0,0,590.86,854.16,10.59,7.55,15059,79.92,18.69,9.73,51.92,400,0,31.54,1445.02,0
 World,Malta,2016,EXPIMP,Plastic or Rubber,223358.29,151525.22,1.69,2.68,1,-3.67,-3.67,5.54,5.87,1657,62.34,37.6,0.06,0,35,0,298.67,50559.23,496.58,8.89,8.4,22911,77.55,21.38,0.78,13.94,400,0,517.58,51055.81,0
 World,Myanmar,2016,EXPIMP,Plastic or Rubber,1054477.41,224214.09,4.69,1.93,1,2.33,2.33,4.4,3.95,864,49.77,50.23,0,0,50,0,0,210215.32,6595.05,9.21,4.6,17837,78.19,20.87,0.58,18.75,400,0,405.75,216810.37,0
 World,Mongolia,2016,EXPIMP,Plastic or Rubber,124305.6,5448.99,3.59,0.12,1,-1.23,-1.23,5.28,6.27,188,47.87,52.13,0,0,25,0,0,5407.82,54.73,9.41,7.3,10044,77.96,21.13,2.13,46.81,400,0,1.57,5462.55,0
 World,Northern Mariana Islands,2016,EXPIMP,Plastic or Rubber,3391.26,11.08,2.34,0.27,,,,2.05,2.93,17,29.41,70.59,0,0,3,0,0,5.9,0.03,11.78,12.98,2293,79.94,19.41,5.88,82.35,50,0,0.22,5.94,0
 World,Montenegro,2016,EXPIMP,Plastic or Rubber,142201.62,3510.78,4.07,0.84,1,4.41,4.41,0.78,0.48,427,15.93,84.07,0,0,20,0,0,677.74,2715.1,9.95,11.04,16840,79.48,19.32,5.62,41.45,400,0,145.37,3392.84,0
 World,Mozambique,2016,EXPIMP,Plastic or Rubber,285815.9,1650.17,3.63,0.04,1,-13.3,-13.3,0.84,0.89,504,12.7,87.3,0,0,50,0,0,982.64,1357.77,9.76,7.79,18032,78.79,20.11,2.38,36.71,400,0,482.68,2340.41,0
 World,Mauritania,2016,EXPIMP,Plastic or Rubber,144991,2063.39,4.28,0.1,1,,,8.12,5.4,143,41.26,58.74,0,0,50,0,0,1017.77,42.92,9.2,8.1,6882,77.43,21.77,2.8,35.66,50,0,128.79,1060.69,0
 World,Montserrat,2016,EXPIMP,Plastic or Rubber,19188.01,23.56,30.9,0.71,,,,3.23,4.17,134,38.81,61.19,0,0,18,0,0,42.49,10.48,10.15,9.23,4699,78.14,21.11,1.49,24.63,400,0,0.22,52.97,0
 World,Mauritius,2016,EXPIMP,Plastic or Rubber,188316.03,31892.26,3.79,1.42,1,3.03,3.03,3.29,4.33,1619,31.13,68.81,0.06,0,400,0,58.61,30153.23,4368.86,9.12,10.39,26848,78.01,20.83,0.8,18.47,400,0,2136.16,34522.09,0
 World,Malawi,2016,EXPIMP,Plastic or Rubber,80350.48,9355.41,6.16,0.95,,,,1.15,0.93,332,25.9,74.1,0,0,15,0,0,3909.72,8776.61,9.89,10.61,14263,78.57,20.39,6.33,38.55,400,0,1173.92,12686.33,0
 World,Malaysia,2016,EXPIMP,Plastic or Rubber,10217356.56,12897732.81,5.43,4.94,1,-0.8,-0.8,4.79,7.07,12519,61.26,38.65,0.01,0.08,400,0,165.43,12205772.27,7648.4,8,8.27,41855,74.95,23.78,0.36,3.87,400,0,666890.12,12213420.67,0
 World,North America,2016,EXPIMP,Plastic or Rubber,106192993.87,89559802.68,3.71,5.1,,,,6.9,6.95,38174,68.2,31.07,0.04,0.68,400,0,3444511.38,85828507.17,0,8,7.67,41855,74.95,23.78,0.12,1.27,400,0,4389245.29,85828507.17,0
 World,Namibia,2016,EXPIMP,Plastic or Rubber,215479.22,4625.33,3.45,0.15,1,-5.28,-5.28,3.26,3.74,1135,23.52,76.48,0,0,50,0,0,8686.95,2876.78,9.37,11.02,26836,78.43,20.38,2.73,25.46,400,0,596.71,11563.73,0
 World,New Caledonia,2016,EXPIMP,Plastic or Rubber,120681.62,519.86,3.84,0.04,,,,3.61,3.02,248,46.77,53.23,0,0,30,0,0,181.59,27.16,10.22,10.75,8346,79.18,19.81,4.44,29.84,400,0,62.02,208.74,0
 World,Niger,2016,EXPIMP,Plastic or Rubber,56637.8,3417.94,4.35,0.47,1,-13.32,-13.32,2.34,2.92,373,38.07,61.93,0,0,25,0,0,663.74,233.75,10.11,10.97,12692,79.79,18.96,4.83,37.53,400,0,84.76,897.49,0
 World,Norfolk Island,2016,EXPIMP,Plastic or Rubber,671.45,57.83,1.73,4.07,,,,9,7.9,8,87.5,12.5,0,0,20,0,0,7.41,3.95,9.29,7.99,2428,73.89,24.63,112.5,337.5,200,0,0.11,11.36,0
 World,Nigeria,2016,EXPIMP,Plastic or Rubber,2098609.96,95422.36,5.2,0.27,1,,,7.34,3.86,1294,56.49,43.51,0,0,50,0,0,94545.62,1220.03,8.92,5.04,28913,76.99,21.81,2.86,23.96,400,0,1734.79,95765.66,0
 World,Nicaragua,2016,EXPIMP,Plastic or Rubber,344117.75,11813.46,5.56,0.22,1,31.75,31.75,1.42,3.47,618,18.77,81.23,0,0,30,0,0,3696.19,1727.88,9.52,9.21,17029,78.52,20.52,1.94,24.43,400,0,52.39,5424.06,0
 World,Niue,2016,EXPIMP,Plastic or Rubber,647.24,130.5,3.47,5.66,,,,8.23,6.13,79,54.43,45.57,0,0,15,0,0,93.71,0,9.56,8.4,3246,78.59,20.83,1.27,22.78,400,0,0.98,93.71,0
 World,Netherlands,2016,EXPIMP,Plastic or Rubber,18134816.82,24296963.67,3.66,5.81,1,0.12,0.12,5.35,4.57,16076,60.82,38.96,0.01,0.21,400,0,32726.29,4802206.86,384.94,8,6.22,41855,74.95,23.78,0.28,3.02,400,0,128384.73,4802591.81,0
 World,Norway,2016,EXPIMP,Plastic or Rubber,5228426.85,1096210.76,4.19,1.21,1,-0.88,-0.88,3.76,4.7,5479,47.55,52.33,0.02,0.11,50,0,5081.88,1009913.91,34899.43,8.14,7.4,40107,75.31,23.41,0.82,8.52,400,0,14413.97,1044813.34,0
 World,Nepal,2016,EXPIMP,Plastic or Rubber,286204.88,46886.5,4.24,6.58,1,16.36,16.36,2.42,3.85,600,38,62,0,0,25,0,0,42357.61,3211.63,10.22,9.15,13031,80.13,18.91,0.67,20.17,400,0,164.77,45569.24,0
 World,Nauru,2016,EXPIMP,Plastic or Rubber,2316.22,179.15,4.11,0.82,,,,4.15,2.46,95,78.95,21.05,0,0,20,0,0,6.81,13.13,9.77,8.68,4152,77.82,21.48,3.16,27.37,50,0,1.92,19.93,0
 World,New Zealand,2016,EXPIMP,Plastic or Rubber,1771459.65,357483.87,4.88,1.03,1,-0.9,-0.9,5.48,6.97,4901,61.86,37.44,0.08,0.61,40,0,50840.84,328492.78,591.68,8.31,10.95,38472,75.73,22.99,0.9,9.16,400,0,57940.8,329084.46,0
 World,"Other Asia, nes",2016,EXPIMP,Plastic or Rubber,7646760.82,21726589.29,2.87,5.67,1,-1.93,-1.93,6.75,6.12,17361,73.75,25.21,0.02,1.03,400,0,205475.59,20986488.95,0,8,6.84,41855,74.95,23.78,0.26,2.79,400,0,2796369.86,20986488.95,0
 World,Oman,2016,EXPIMP,Plastic or Rubber,995342.69,871437.1,3.39,3.3,1,-9.23,-9.23,5.28,3.93,1608,51.37,48.63,0,0,50,0,0,954311.77,2047.94,8.85,6.5,26395,77.3,21.54,1.24,17.72,400,0,4866.35,956359.71,0
 World,Pakistan,2016,EXPIMP,Plastic or Rubber,2843410.61,269273.39,5.77,1.25,1,0.83,0.83,5.81,4.39,3986,63.37,36.53,0.03,0.08,400,0,468.68,249486.36,131.04,8.5,6.5,34045,76.45,22.33,0.6,9.81,400,0,1506.09,249617.4,0
 World,Panama,2016,EXPIMP,Plastic or Rubber,842095.95,152454.12,2.28,3.44,1,-2.7,-2.7,6.6,10.85,2328,51.68,48.28,0.04,0,60,0,555.8,107656.05,1008.67,8.73,13.32,33890,76.81,21.93,1.59,16.67,400,0,6120.39,108664.73,0
 World,Pitcairn,2016,EXPIMP,Plastic or Rubber,25.31,33.69,0.48,2.61,,,,2.42,0.09,23,65.22,34.78,0,0,9,0,0,0.36,7.24,9.64,8.96,2176,77.3,22.24,0,43.48,60,0,0,7.59,0
 World,Peru,2016,EXPIMP,Plastic or Rubber,2349082.59,497012.22,6.44,1.33,1,-5.66,-5.66,2.6,3.6,2739,35.63,64.33,0,0.04,30,0,0,473354.58,2604.96,8.26,10.28,35606,75.85,22.97,0.91,14.49,400,0,35794.01,475959.54,0
 World,Philippines,2016,EXPIMP,Plastic or Rubber,4735896.9,1409201.53,4.25,1.82,1,16.09,16.09,2.86,5.41,4853,47.87,51.91,0,0.23,40,0,0,1296431.95,4564.71,8.21,10.58,36624,75.73,23.05,0.52,8.72,400,0,93034.13,1300996.66,0
 World,Palau,2016,EXPIMP,Plastic or Rubber,4876.04,16.84,4.24,0.07,1,25.18,25.18,3.88,6.38,48,39.58,60.42,0,0,15,0,0,16.5,0.27,8.28,7.54,1674,74.01,25.63,0,12.5,45,0,0,16.77,0
 World,Papua New Guinea,2016,EXPIMP,Plastic or Rubber,189841.5,8491.48,4.37,0.1,,,,1.66,1.67,193,20.73,78.76,0,0.52,20,0,0,7854.54,695.69,9.64,4.42,14679,78.43,20.48,7.25,75.65,400,0,7.39,8550.22,0
 World,Poland,2016,EXPIMP,Plastic or Rubber,15662694.47,12121442.08,7.62,6.38,1,1.73,1.73,4.73,6.15,11297,59.16,40.47,0.01,0.36,400,0,64602.59,2119826.11,598.65,8.07,9.9,40852,75.14,23.59,0.4,4.2,400,0,207466.49,2120424.75,0
 World,"Korea, Dem. Rep.",2016,EXPIMP,Plastic or Rubber,265502.36,21942.23,8.39,0.75,,,,8.21,4.99,1326,77.9,21.72,0.08,0.3,45,0,523.62,14780.36,969.82,8.69,6.59,29928,76.63,22.13,2.34,25.57,400,0,978.9,15750.17,0
 World,Portugal,2016,EXPIMP,Plastic or Rubber,4148345.89,3520571.45,6.36,6.71,1,1.01,1.01,4.92,6.53,8290,58.24,41.58,0.02,0.16,400,0,10195.88,861476.73,239.59,8.08,10.55,40914,75.23,23.51,0.47,5.75,400,0,57977.68,861716.32,0
 World,Paraguay,2016,EXPIMP,Plastic or Rubber,593099.13,77773.61,6.43,1.21,1,-1.63,-1.63,2.45,2.06,513,30.6,69.4,0,0,30,0,0,67189.4,10173.92,9.29,10.46,16102,78.31,20.67,0.78,31.19,400,0,486.42,77363.33,0
 World,Occ.Pal.Terr,2016,EXPIMP,Plastic or Rubber,33948.46,1064.52,2.77,0.9,1,1.62,1.62,2.49,0.89,120,10,90,0,0,20,0,0,573.61,822.38,10.71,11.14,7315,80.01,19,2.5,57.5,400,0,290.55,1396,0
 World,French Polynesia,2016,EXPIMP,Plastic or Rubber,70639.29,336.95,3.49,0.19,,,,1.82,5.99,143,16.78,83.22,0,0,20,0,0,321.31,14.73,9.81,4.74,5696,78.79,20.42,2.1,29.37,400,0,7.71,336.04,0
 World,Qatar,2016,EXPIMP,Plastic or Rubber,908980.52,2556263.55,2.28,4.6,1,-2.03,-2.03,5.55,3.49,2082,54.76,45.1,0.05,0.1,400,0,53.19,2347994.05,4163.93,8.82,4.59,26418,76.78,21.98,1.34,14.36,400,0,13993.82,2352157.98,0
 World,Romania,2016,EXPIMP,Plastic or Rubber,4912114.95,3602442.78,6.93,5.72,1,2.76,2.76,4.31,6.76,6521,55.13,44.66,0.02,0.2,50,0,54652.41,915931.22,663.13,8.43,11.58,36440,76.17,22.56,0.58,6.52,400,0,121635.62,916594.35,0
 World,Russian Federation,2016,EXPIMP,Plastic or Rubber,13620003.86,5120277.94,5.37,1.82,1,-0.06,-0.06,3.44,4.82,7237,52.83,46.35,0.01,0.82,40,0,23930.95,4903654.62,1343.11,8,7.65,41855,74.95,23.78,0.62,6.7,400,0,284787.18,4904997.72,0
 World,Rwanda,2016,EXPIMP,Plastic or Rubber,35758.23,423.34,2.18,0.1,1,3.05,3.05,1.4,1.81,101,15.84,84.16,0,0,20,0,0,171.52,156.37,10.33,10.85,10814,79.62,19.48,4.95,91.09,400,0,38.42,327.89,0
 World,South Asia,2016,EXPIMP,Plastic or Rubber,22105947.62,8238466.01,4.83,2.63,,,,6,6.8,29660,66.39,33.47,0.05,0.1,400,0,549284.83,7810276.21,0,8,8.34,41855,74.95,23.78,0.15,1.64,400,0,682637.91,7810276.21,0
 World,Saudi Arabia,2016,EXPIMP,Plastic or Rubber,5364152.77,17624166.54,3.34,10.29,1,-8.81,-8.81,3.62,3.3,5323,46.52,53.32,0.02,0.15,50,0,27.48,16972620.92,29120.09,7.93,4.74,38837,74.9,23.9,0.56,8.23,400,0,67601.36,17001741.01,0
 World,Senegal,2016,EXPIMP,Plastic or Rubber,462736.04,14896.43,4.24,0.55,1,-1.13,-1.13,2.36,2.12,633,36.81,63.19,0,0,30,0,0,18941.46,8173.82,9.36,10.77,17942,77.04,21.81,3.95,28.75,400,0,1772.32,27115.28,0
 World,"Serbia, FR(Serbia/Montenegro)",2016,EXPIMP,Plastic or Rubber,2526832.38,1274930.2,8.02,8.5,1,-0.14,-0.14,4.67,7.09,4249,69.88,27.87,0.02,2.24,50,0,24494.03,1134604.88,888.89,8.24,10.83,37946,75.7,23.06,0.75,10.28,400,0,102639.56,1135493.77,0
 World,Singapore,2016,EXPIMP,Plastic or Rubber,9004376.13,10524128.62,3.09,5.02,1,-0.48,-0.48,5.45,3.93,10903,55.02,44.91,0.02,0.06,400,0,16043.61,9693594.04,1880.06,8,5.34,41718,74.95,23.78,0.41,4.43,400,0,168337.61,9695474.1,0
 World,South Georgia and the South Sa,2016,EXPIMP,Plastic or Rubber,38.11,2.53,2.89,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
 World,Saint Helena,2016,EXPIMP,Plastic or Rubber,6987.34,262.64,9.03,0.99,,,,4.49,1.39,147,40.14,59.86,0,0,25,0,0,42.76,100.07,9.34,6.98,5651,77.44,21.89,1.36,24.49,400,0,0.18,142.83,0
 World,Solomon Islands,2016,EXPIMP,Plastic or Rubber,21260.04,693.86,5.24,0.11,1,32.86,32.86,3.12,1.98,74,13.51,86.49,0,0,30,0,0,203.66,36.33,9.53,13.62,3802,77.49,21.54,1.35,48.65,50,0,14.99,240,0
