Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
 World,Brunei,2016,EXPIMP,Plastic or Rubber,94666.96,2364.51,2.68,0.05,1,0.11,0.11,6.32,5.1,237,40.08,59.92,0,0,40,0,0,726.08,1091.05,9.99,7.54,9475,78.46,20.58,2.11,36.29,400,0,844,1817.13,0
 World,Bhutan,2016,EXPIMP,Plastic or Rubber,15102.79,7967.11,3.16,5.48,,,,2.36,0.04,130,29.23,70.77,0,0,20,0,0,73.94,7858.35,9.17,8.9,5780,77.63,21.68,3.08,27.69,400,0,118.1,7932.29,0
 World,Bunkers,2016,EXPIMP,Plastic or Rubber,30035.38,695.35,0.07,10.05,,,,0,0,1,0,100,0,0,0,0,0,0,47.91,4.62,4.62,160,60.63,38.13,0,200,45,0,0,47.91,0
 World,Bouvet Island,2016,EXPIMP,Plastic or Rubber,41.58,18.38,0.46,2.14,,,,7.73,7.98,15,60,40,0,0,18,0,0,3.56,0,10.53,9.77,1291,75.29,24.09,6.67,46.67,50,0,1.17,3.56,0
 World,Botswana,2016,EXPIMP,Plastic or Rubber,161672.78,23776.78,2.68,0.33,1,-8.63,-8.63,0.23,0.41,1014,4.83,95.17,0,0,30,0,0,3150.67,20839.03,9.58,11.43,25480,78.43,20.29,3.65,28.6,400,0,185.08,23989.7,0
 World,Central African Republic,2016,EXPIMP,Plastic or Rubber,8440.42,434.52,2.39,0.32,1,-1.22,-1.22,5.15,6.39,154,53.25,46.75,0,0,17.5,0,0,378.76,56.71,8.78,5.49,5712,75.4,23.77,1.3,29.22,50,0,1.59,435.47,0
 World,Canada,2016,EXPIMP,Plastic or Rubber,21667053.63,16018491.84,5.04,4.09,1,-1.35,-1.35,6.49,7.31,12856,71.07,28.76,0.03,0.14,400,0,122972.94,16285413.02,143.15,8.01,8.49,41715,74.99,23.74,0.35,3.76,400,0,1236724.03,16285556.17,0
 World,Cocos (Keeling) Islands,2016,EXPIMP,Plastic or Rubber,156.85,24.25,1.42,0.53,,,,5.73,4.44,68,69.12,30.88,0,0,15,0,0,119.65,0,10.74,14.64,4163,78.57,20.56,4.41,48.53,400,0,1.42,119.65,0
 World,Switzerland,2016,EXPIMP,Plastic or Rubber,12887157.87,5636296.59,3.18,1.83,1,-0.11,-0.11,4.62,5.42,13201,51.77,48.1,0.02,0.11,60,0,72575.4,5257844.55,1966.35,8.02,8.35,41549,75.02,23.71,0.34,3.66,400,0,160241.42,5259810.91,0
 World,Chile,2016,EXPIMP,Plastic or Rubber,3432440.19,706376.66,5.27,1.13,1,-5.28,-5.28,3.22,6.13,3470,28.24,71.73,0,0.03,45,0,0,671838.9,6858.15,8.36,12.39,34341,76.3,22.54,0.43,11.01,400,0,54917.9,678697.05,0
 World,China,2016,EXPIMP,Plastic or Rubber,74504470.59,83621474.8,4.94,3.74,1,-3.13,-3.13,6.93,9.61,29062,70,29.79,0.04,0.17,400,0,11587427.51,79513936.23,0,8,10.36,41855,74.95,23.78,0.15,1.67,400,0,11923906.64,79513936.23,0
 World,Cote d'Ivoire,2016,EXPIMP,Plastic or Rubber,555172.37,784866.81,4.99,6.84,,,,1.05,1.69,797,21.33,78.67,0,0,25,0,0,670838.13,22531.55,8.93,4.25,22354,76.74,22.21,2.63,26.98,400,0,824.38,693369.68,0
 World,Cameroon,2016,EXPIMP,Plastic or Rubber,301567.5,62561.3,4.37,1.57,1,-3.29,-3.29,4.39,1.98,755,39.6,60.4,0,0,30,0,0,76741.29,15207.14,9.73,5.3,18625,79.43,19.53,1.85,23.71,400,0,13281.81,91948.43,0
 World,"Congo, Rep.",2016,EXPIMP,Plastic or Rubber,163706.19,978.76,2.75,0.02,,,,7.6,1.1,266,59.77,40.23,0,0,50,0,0,324,2514.79,9.18,4.39,10671,77.45,21.57,6.77,32.33,400,0,47.41,2838.79,0
 World,Cook Islands,2016,EXPIMP,Plastic or Rubber,3313.22,66.09,1.85,0.18,,,,2.3,0.21,17,23.53,76.47,0,0,30,0,0,1.58,70.39,10.6,11.09,2600,81.88,17.35,0,117.65,400,0,0,71.97,0
 World,Colombia,2016,EXPIMP,Plastic or Rubber,3058094.55,1282800.19,6.38,3.58,1,-6.03,-6.03,3.43,3.67,4424,40.91,59,0,0.09,400,0,0,1153146.63,3356.97,8.07,7.25,39379,75.35,23.44,0.57,10.19,400,0,41621.06,1156503.59,0
 World,Comoros,2016,EXPIMP,Plastic or Rubber,23349.7,11.21,4.67,0.01,,,,6.32,5.31,82,56.1,43.9,0,0,22.25,0,0,8.09,2.29,11.55,9.68,3074,79.8,19.45,1.22,26.83,400,0,0.42,10.38,0
 World,Cape Verde,2016,EXPIMP,Plastic or Rubber,49946.34,258.04,3.9,0.26,1,13.65,13.65,1.52,1.27,211,13.74,86.26,0,0,22.25,0,0,58.21,187.03,10.52,10.23,9285,79.8,19.25,4.74,37.44,400,0,19.48,245.24,0
 World,Costa Rica,2016,EXPIMP,Plastic or Rubber,1100021.83,598371.72,7.37,4.51,1,0.14,0.14,3.9,8.01,2831,51.68,48.15,0,0.18,45,0,0,495835.07,699.94,8.66,10.91,33840,76.67,22.09,1.27,13.56,400,0,33570.06,496535.01,0
 World,Cuba,2016,EXPIMP,Plastic or Rubber,538752.2,1418.45,5.94,0.09,,,,9.41,5.43,292,63.7,36.3,0,0,50,0,0,492.2,25.01,9.79,8.35,10146,78.2,20.86,1.37,31.51,400,0,19.88,517.21,0
 World,Curaçao,2016,EXPIMP,Plastic or Rubber,46085.96,3905.37,2.18,0.24,,,,9.88,8.12,819,83.27,16.61,0.12,0,40,0,10.79,2866.49,38.25,9.33,7.71,21317,77.67,21.13,2.44,28.82,400,0,152.51,2904.74,0
 World,Christmas Island,2016,EXPIMP,Plastic or Rubber,813.88,19.25,2.39,0.08,,,,7.69,3.47,106,48.11,51.89,0,0,33.5,0,0,169.51,34.56,11.58,8.78,4040,80.1,18.86,3.77,35.85,50,0,1.24,204.07,0
 World,Cayman Islands,2016,EXPIMP,Plastic or Rubber,15630.64,9042.35,0.22,0.4,,,,14.48,4.92,176,59.09,40.91,0,0,60,0,0,819.34,390.56,11.31,7.48,8637,81.71,17.46,1.7,39.2,400,0,0.73,1209.9,0
 World,Cyprus,2016,EXPIMP,Plastic or Rubber,246534.36,40222.26,2.85,1.44,1,4.47,4.47,9.08,8.53,1240,50.97,49.03,0,0,400,0,0,15304.42,972.39,9.91,10.84,19952,79.53,19.41,1.13,16.05,400,0,2058.17,16276.81,0
 World,Czech Republic,2016,EXPIMP,Plastic or Rubber,9265683.14,7947406.69,7.02,5.39,1,1.77,1.77,4.73,6.45,9939,58.83,40.84,0.02,0.31,400,0,45365.72,1499144.16,1058.05,8.24,10.24,39473,75.58,23.14,0.45,4.64,400,0,131407.84,1500202.2,0
 World,Germany,2016,EXPIMP,Plastic or Rubber,52669532.62,74904691.18,5.38,6.07,1,-0.33,-0.33,5.72,6.17,23333,61.96,37.8,0.03,0.21,400,0,694100.64,24083696.74,0,8,7.94,41855,74.95,23.78,0.19,2.08,400,0,1202653.88,24083696.74,0
 World,Djibouti,2016,EXPIMP,Plastic or Rubber,350218.51,2742.31,7.3,2.45,,,,6.7,6.97,122,56.56,42.62,0,0.82,25,0,0,606.8,45.62,10.1,5.57,6025,78.46,20.43,9.02,45.9,400,0,17.91,652.42,0
 World,Dominica,2016,EXPIMP,Plastic or Rubber,17311.74,1948.1,7.34,3.4,,,,7.05,5.34,242,54.13,45.87,0,0,60,0,0,1037.54,195.78,9.63,11.97,8687,78.15,20.84,4.13,32.23,400,0,15.42,1233.31,0
 World,Denmark,2016,EXPIMP,Plastic or Rubber,4115827.32,2747124.65,4.94,3.28,1,0.36,0.36,4.58,6.62,9412,59.87,40.03,0.01,0.08,400,0,13004.88,694249.84,2521.94,8.14,9.55,40449,75.34,23.38,0.48,5,400,0,32337.03,696771.78,0
 World,Dominican Republic,2016,EXPIMP,Plastic or Rubber,1146004.6,368417.76,6.31,4.06,1,2.37,2.37,3.63,5.58,1830,40.82,59.13,0,0.05,60,0,0,233899.46,7605.05,8.7,9.71,26570,76.99,21.87,0.82,15.79,400,0,37239.65,241504.5,0
 World,Algeria,2016,EXPIMP,Plastic or Rubber,3367065.3,6398.17,4.86,0.02,1,0.37,0.37,3.73,5.17,604,15.56,84.44,0,0,25,0,0,3719.45,267.37,9.4,10.53,15154,78.82,20.15,1.99,23.68,400,0,216.74,3986.82,0
 World,East Asia & Pacific,2016,EXPIMP,Plastic or Rubber,187266743.2,228589125.25,4.06,4.54,,,,5.95,6.78,158488,64.61,35.11,0.03,0.26,400,0,18572338.46,214714615.16,0,8,8.56,41855,74.95,23.78,0.03,0.31,400,0,23440436.06,214714615.16,0
 World,Europe & Central Asia,2016,EXPIMP,Plastic or Rubber,322159416.46,290374980.74,5.11,4.93,,,,4.95,5.32,320400,57.25,42.49,0.02,0.23,400,0,5559342.11,95793457.54,0,8,8.21,41855,74.95,23.78,0.01,0.15,400,0,6219278.31,95793457.54,0
 World,Ecuador,2016,EXPIMP,Plastic or Rubber,1108925.28,148884.75,6.79,0.82,1,-9.49,-9.49,4.64,4.73,1791,48.13,51.81,0.06,0,50,0,114.31,152590.92,485.05,8.77,10.8,26670,77.29,21.59,0.84,15.91,400,0,27918.47,153075.97,0
 World,"Egypt, Arab Rep.",2016,EXPIMP,Plastic or Rubber,4698177.7,1076783.09,5.47,4.59,1,-9.49,-9.49,3.59,3.48,4858,38.6,61.28,0,0.12,50,0,0,1076527.07,3802.73,8.26,7.18,35436,75.75,23.03,0.64,8.3,400,0,84369.18,1080329.8,0
 World,Eritrea,2016,EXPIMP,Plastic or Rubber,25889.54,25.11,6.46,0.01,,,,9.47,5.97,167,61.08,38.92,0,0,45,0,0,123.19,0.27,10.13,8.5,4850,79.03,20.29,2.99,16.77,50,0,107.32,123.45,0
 World,Western Sahara,2016,EXPIMP,Plastic or Rubber,65.21,2.09,1.65,0.02,,,,7.58,8.35,20,90,10,0,0,25,0,0,0.17,0,9.48,9.06,2064,74.52,25,10,40,45,0,0.03,0.17,0
 World,Spain,2016,EXPIMP,Plastic or Rubber,14991204.03,14602014.9,5.22,5.52,1,-0.41,-0.41,5.45,5.83,16539,61.44,38.35,0.01,0.21,400,0,108013.68,4976904.29,273.46,8,7.85,41855,74.95,23.78,0.27,2.93,400,0,441891.25,4977177.75,0
 World,Estonia,2016,EXPIMP,Plastic or Rubber,870633.49,358634.34,5.07,2.69,1,-2.72,-2.72,4.71,5.5,2792,58.74,40.97,0.07,0.21,30,0,4599.21,55376.55,226.81,8.87,9.45,30595,77.28,21.41,1.36,12.93,400,0,5082.19,55603.36,0
 World,Ethiopia(excludes Eritrea),2016,EXPIMP,Plastic or Rubber,521403.15,3424.94,4.42,0.13,1,-27.85,-27.85,8.62,4.7,468,54.91,45.09,0,0,25,0,0,2886.06,108.16,10.43,7.9,13142,80.06,18.7,4.06,30.56,400,0,906.63,2994.22,0
 World,Finland,2016,EXPIMP,Plastic or Rubber,2991463.04,2676193.16,4.95,4.22,1,-0.8,-0.8,4.57,4.64,7390,58.94,40.78,0.03,0.24,50,0,12996.15,999984.94,524.84,8.19,7.68,39666,75.53,23.21,0.51,6.24,400,0,20295.63,1000509.78,0
 World,Fiji,2016,EXPIMP,Plastic or Rubber,115061.54,4112,5.49,0.6,1,17.04,17.04,7.35,4.15,653,47.47,52.22,0.31,0,35,0,325.86,4056.93,120.19,9.54,10.49,23994,78.52,20.27,4.44,39.82,400,0,487.3,4177.12,0
 World,Falkland Island,2016,EXPIMP,Plastic or Rubber,8195.66,49.86,4.87,0.02,,,,1.22,1.13,43,11.63,88.37,0,0,20,0,0,13.7,41.68,9.4,9.51,3024,76.26,23.15,4.65,37.21,45,0,4.49,55.38,0
 World,France,2016,EXPIMP,Plastic or Rubber,27850142.15,24866160.68,5.03,4.9,1,-0.22,-0.22,5.64,6.03,19561,62.09,37.68,0.03,0.2,400,0,281799.14,7627338.84,1.05,8,7.93,41855,74.95,23.78,0.23,2.48,400,0,536051.08,7627339.89,0
 World,Free Zones,2016,EXPIMP,Plastic or Rubber,396081.6,578350.16,3.64,9.27,,,,6.73,6.56,796,86.56,13.32,0.13,0,25,0,1017.06,577834.59,1016.74,8.22,6.66,32604,75.77,23.09,1.76,44.85,400,0,21958.25,578851.33,0
 World,Faeroe Islands,2016,EXPIMP,Plastic or Rubber,57299.45,1226.7,3.48,0.09,,,,0.7,0.34,229,15.72,84.28,0,0,20,0,0,177.57,467.75,10.32,9.67,9107,79.16,19.89,3.06,34.93,400,0,0.67,645.32,0
 World,"Micronesia, Fed. Sts.",2016,EXPIMP,Plastic or Rubber,3533.65,19.51,1.95,0.03,,,,5.26,1.26,67,40.3,59.7,0,0,25,0,0,2.48,13.44,9.67,11.06,3225,78.39,21.02,1.49,26.87,50,0,0.05,15.92,0
 World,Gabon,2016,EXPIMP,Plastic or Rubber,130716.81,19230.34,4.5,0.48,,,,9.67,0.12,349,67.62,32.38,0,0,50,0,0,300.75,28648.89,9.78,3.94,12718,79.36,19.59,2.87,35.24,400,0,24.41,28949.64,0
 World,United Kingdom,2016,EXPIMP,Plastic or Rubber,22391001.65,14525998.59,3.58,3.9,1,-2.31,-2.31,5.71,6.54,19228,62,37.76,0.04,0.2,400,0,300819.16,5325267.79,2.85,8,8.36,41855,74.95,23.78,0.23,2.52,400,0,373415.06,5325270.63,0
 World,Georgia,2016,EXPIMP,Plastic or Rubber,393355.16,22221.35,4.14,1.18,1,-0.52,-0.52,2.78,2.65,955,34.76,65.24,0,0,25,0,0,2856.14,1565.73,9.32,10.24,21471,78.31,20.5,2.2,24.5,400,0,949.37,4421.86,0
 World,Ghana,2016,EXPIMP,Plastic or Rubber,906239.15,61451.1,5.45,0.5,1,,,7.66,5.95,1097,54.24,45.76,0,0,50,0,0,62007.75,5416.62,9.29,7.18,27764,77.89,20.84,3.83,28.44,400,0,3215.42,67424.38,0
 World,Gibraltar,2016,EXPIMP,Plastic or Rubber,22627.02,349.19,0.18,0.13,,,,5.62,7.35,282,79.08,20.92,0,0,25,0,0,314.19,59.86,9.5,9.26,10968,78.77,20.28,3.55,33.69,400,0,56.34,374.04,0
 World,Guinea,2016,EXPIMP,Plastic or Rubber,177081.01,23360.64,3.96,0.67,,,,6.76,0.1,322,40.99,59.01,0,0,20,0,0,284.5,22720.88,9.59,3.97,9201,78.47,20.62,1.24,24.84,400,0,77.78,23005.38,0
 World,"Gambia, The",2016,EXPIMP,Plastic or Rubber,41854.06,85.44,3.88,0.05,1,,,5.61,8.25,277,58.12,41.88,0,0,25,0,0,67.8,3.57,9.87,9.52,6001,78.14,21.03,1.08,16.97,50,0,12.64,71.37,0
 World,Guinea-Bissau,2016,EXPIMP,Plastic or Rubber,14753.41,7.39,2.99,0,,,,6.11,8.74,47,40.43,59.57,0,0,22,0,0,2.53,0.85,8.89,9.31,2745,76.32,23.17,4.26,25.53,50,0,0.04,3.38,0
 World,Equatorial Guinea,2016,EXPIMP,Plastic or Rubber,45878.54,61.93,2.85,0,,,,8.71,7.21,85,80,20,0,0,30,0,0,97.29,0,10.24,8.28,4977,78.72,20.47,4.71,42.35,50,0,8.94,97.29,0
 World,Greece,2016,EXPIMP,Plastic or Rubber,2209394.58,1143045.72,5.01,4.75,1,2.98,2.98,4.09,3.95,5582,52.29,47.62,0.04,0.05,50,0,1427.93,389574.44,4142.98,8.4,8.39,37609,75.97,22.75,0.79,7.86,400,0,20044.54,393717.42,0
 World,Grenada,2016,EXPIMP,Plastic or Rubber,8832.5,86.58,3.77,0.23,,,,2.31,1.53,118,27.97,72.03,0,0,60,0,0,13.03,44.11,10.3,6.82,5964,79.34,19.74,8.47,38.14,400,0,5.51,57.14,0
 World,Greenland,2016,EXPIMP,Plastic or Rubber,35367.61,33.8,2.64,0,1,-11.3,-11.3,3.6,2.7,78,41.03,58.97,0,0,20,0,0,5.35,12.06,10.1,8.25,4323,76.57,22.04,20.51,56.41,200,0,0.6,17.41,0
 World,Guatemala,2016,EXPIMP,Plastic or Rubber,944747.55,415826.73,6.23,3.88,1,-1.41,-1.41,3.06,3.03,1839,31.65,68.3,0.05,0,60,0,280.19,273233.36,3260.88,8.45,8.17,33235,76.12,22.67,1.52,20.5,400,0,6328.07,276494.24,0
 World,Guam,2016,EXPIMP,Plastic or Rubber,10472.45,362.57,1.34,1.24,,,,3.05,2.49,138,88.41,11.59,0,0,8,0,0,292.86,59.93,10.23,10.47,15186,79.51,19.1,24.64,128.99,400,0,31.48,352.79,0
 World,Guyana,2016,EXPIMP,Plastic or Rubber,71166.67,2520.16,5.47,0.17,1,1.83,1.83,4.24,8.45,246,28.86,71.14,0,0,20,0,0,2297.12,44.87,10.08,10.74,8102,79.22,20,1.22,24.8,400,0,0.31,2341.99,0
 World,"Hong Kong, China",2016,EXPIMP,Plastic or Rubber,13778070.2,2569952.21,2.15,2.9,1,-6.77,-6.77,7.46,8.43,11933,74.47,25.44,0.03,0.06,400,0,108901.66,2551233.04,0,8,8.24,41855,74.95,23.78,0.38,4.06,400,0,137999.64,2551233.04,0
 World,Heard Island and McDonald Isla,2016,EXPIMP,Plastic or Rubber,120.27,0.29,28.65,0.23,,,,5.18,5.27,18,83.33,16.67,0,0,6.5,0,0,1.18,0,11.69,9.84,1239,74.66,24.46,0,61.11,50,0,0,1.18,0
 World,Honduras,2016,EXPIMP,Plastic or Rubber,543960.75,84350.47,5.42,0.98,1,1.17,1.17,2.23,3.58,1368,30.99,68.86,0.07,0.07,45,0,93.35,44329.26,4083.45,9.15,9.75,23361,78.16,20.72,1.1,18.06,400,0,2829.16,48412.71,0
 World,Croatia,2016,EXPIMP,Plastic or Rubber,1179971.34,329164.34,5.67,2.83,1,2.88,2.88,1.78,3.17,2658,43.64,56.28,0.04,0.04,50,0,557.37,71011.31,5352.56,8.55,10.26,35580,76.57,22.18,1.17,15.54,400,0,1345.77,76363.88,0
 World,Haiti,2016,EXPIMP,Plastic or Rubber,180236.73,2360.81,5,0.21,,,,5.62,4.06,235,46.81,53.19,0,0,25,0,0,2309.59,165.57,10.01,8.03,8826,78.26,20.84,3.83,30.21,400,0,1.94,2475.16,0
 World,Hungary,2016,EXPIMP,Plastic or Rubber,5648128.53,5708316.33,6.25,5.71,1,1.28,1.28,3.71,5.45,7153,55.49,44.21,0.03,0.28,50,0,30134.44,964092.54,367.72,8.2,9.07,37364,75.55,23.22,0.41,6,400,0,50257.86,964460.26,0
 World,Indonesia,2016,EXPIMP,Plastic or Rubber,8717429.49,8569908.65,5.9,5.13,1,1.05,1.05,5.08,5.41,10004,60.23,39.62,0.02,0.13,400,0,86003.37,8471468.77,2649.2,8.04,7.37,41199,75.06,23.68,0.45,4.77,400,0,276694.5,8474117.97,0
 World,India,2016,EXPIMP,Plastic or Rubber,15479988.19,6863146.33,4.72,2.86,1,0.04,0.04,6.4,6.99,17699,71.12,28.71,0.04,0.13,400,0,505760.91,6475188.4,0,8,8,41855,74.95,23.78,0.25,2.74,400,0,628843.17,6475188.4,0
 World,British Indian Ocean Ter.,2016,EXPIMP,Plastic or Rubber,105.12,61.55,0.31,0.31,,,,8.77,7.02,33,63.64,36.36,0,0,20,0,0,36.85,18.58,8.85,8.34,4493,76.05,22.99,6.06,124.24,60,0,0.01,55.44,0
 World,Ireland,2016,EXPIMP,Plastic or Rubber,3246750.13,1729886.26,4.72,1.05,1,-1.21,-1.21,5.1,5.35,5564,59.76,40.08,0.04,0.13,40,0,3484.01,476715.17,5675.67,8.29,8.44,36499,75.79,22.97,0.56,7.57,400,0,6221.39,482390.84,0
 World,"Iran, Islamic Rep.",2016,EXPIMP,Plastic or Rubber,3265143.24,2943021.63,5.05,6.05,,,,5.05,3.63,2766,73.5,26.25,0.04,0.22,40,0,22.13,2798127.15,277.07,8.21,4.45,33513,75.68,23.14,0.76,13.59,400,0,6277.85,2798404.22,0
 World,Iraq,2016,EXPIMP,Plastic or Rubber,1556932.63,15745.74,4.05,0.03,,,,3.05,0.09,484,26.45,73.35,0.21,0,25,0,13.63,311.68,15248.01,9.68,7.44,11795,80,19.15,1.03,19.63,400,0,34.59,15559.69,0
 World,Iceland,2016,EXPIMP,Plastic or Rubber,315774.77,15815.35,3.28,0.37,1,5.61,5.61,2.47,4.66,1252,33.31,66.69,0,0,50,0,0,16699.47,1388.35,9.01,9.24,22818,77.16,21.71,2.16,18.53,400,0,170.62,18087.82,0
 World,Israel,2016,EXPIMP,Plastic or Rubber,3703098.3,2576774.29,4.13,4.35,1,1.82,1.82,4.03,5.39,7024,56.99,42.9,0.01,0.1,50,0,12397.74,2485049.88,1520.13,8.26,8.93,39324,75.59,23.13,0.64,6.51,400,0,84508.06,2486570.01,0
 World,Italy,2016,EXPIMP,Plastic or Rubber,22162318.44,23730311.68,5.66,5.26,1,-0.26,-0.26,5.45,6.12,19952,60.97,38.8,0.03,0.21,400,0,190802.6,7827202.89,0,8,8.35,41855,74.95,23.78,0.23,2.43,400,0,503582.1,7827202.89,0
 World,Jamaica,2016,EXPIMP,Plastic or Rubber,236307.41,8944.97,5.4,0.88,1,-1.71,-1.71,4.06,4.8,682,27.42,72.43,0.15,0,60,0,13.45,5253.68,591.13,9.4,12.08,18699,77.93,21.04,2.05,25.95,400,0,363.16,5844.81,0
 World,Jordan,2016,EXPIMP,Plastic or Rubber,1039687.9,181281.43,4.81,2.85,1,-5.43,-5.43,1.47,0.99,1673,23.73,76.27,0,0,30,0,0,45010.73,109693.27,8.66,7.33,27017,76.8,22.03,0.84,18.05,400,0,10918.26,154704,0
 World,Japan,2016,EXPIMP,Plastic or Rubber,19205019.36,39748014.27,3.36,5.49,1,-0.28,-0.28,6.66,7.14,17600,75.13,24.66,0.06,0.15,400,0,2247802.97,36413691.99,0,8,7.95,41855,74.95,23.78,0.26,2.76,400,0,3997821.56,36413691.99,0
 World,Kazakhstan,2016,EXPIMP,Plastic or Rubber,1570321.26,93806.01,4.72,0.32,1,-5,-5,1.26,1.28,1253,34.48,65.52,0,0,25,0,0,48096.33,50130.7,8.68,8.05,30285,76.84,21.94,1.84,27.69,400,0,4304,98227.03,0
 World,Kenya,2016,EXPIMP,Plastic or Rubber,1094340,89897.9,5.97,1.79,,,,2.45,4.4,1719,36.3,63.64,0,0.06,50,0,0,81083.72,17165.42,8.43,10.77,34931,76.42,22.34,1.69,23.44,400,0,16731.22,98249.14,0
 World,Kyrgyz Republic,2016,EXPIMP,Plastic or Rubber,199421.74,14779.62,2.44,1.98,1,3.23,3.23,1.23,0.11,374,18.72,81.28,0,0,20,0,0,529.76,16326.61,9.84,11.21,15373,78.35,20.49,6.68,41.18,400,0,7346.08,16856.37,0
 World,Cambodia,2016,EXPIMP,Plastic or Rubber,654580.68,284754.75,3.53,1.62,1,14.26,14.26,3.85,2.94,1392,52.16,47.84,0,0,50,0,0,247031.7,2330.1,9.03,8.23,19963,77.74,21.19,0.43,14.8,400,0,169.81,249361.79,0
 World,Kiribati,2016,EXPIMP,Plastic or Rubber,3791.03,53.23,2.71,0.04,1,1.84,1.84,5.56,1.52,33,66.67,33.33,0,0,20,0,0,284.27,67.51,8.13,5.39,3234,75.23,24.15,0,60.61,50,0,0,351.78,0
 World,St. Kitts and Nevis,2016,EXPIMP,Plastic or Rubber,9049.58,524.45,2.26,0.62,1,17.15,17.15,3.25,6.85,109,27.52,72.48,0,0,35,0,0,476.03,34.66,11.43,13.75,6944,82.09,16.72,14.68,61.47,400,0,0.91,510.69,0
 World,"Korea, Rep.",2016,EXPIMP,Plastic or Rubber,13048397.1,37021147.6,3.19,7.11,1,0.04,0.04,5.49,5.62,17583,63.08,35.98,0.02,0.92,400,0,446762.67,34728182.91,0.08,8,7.12,41855,74.95,23.78,0.26,2.76,400,0,3865459.96,34728182.99,0
 World,Kuwait,2016,EXPIMP,Plastic or Rubber,977337.49,1048698.94,2.96,2.43,1,-3.07,-3.07,3.31,3.12,1454,45.46,54.54,0,0,35,0,0,933609.41,9148.44,8.93,4.64,26263,77.45,21.37,1.38,19.94,400,0,3108.78,942757.85,0
 World,Lao PDR,2016,EXPIMP,Plastic or Rubber,226289.98,184700.36,3.68,4.16,1,-3.13,-3.13,4.35,1.99,216,49.54,50.46,0,0,35,0,0,143525.98,12063.96,9.02,4.29,10232,76.46,22.76,0.93,36.11,400,0,22.22,155589.94,0
 World,Lebanon,2016,EXPIMP,Plastic or Rubber,922665.73,117238.38,3.7,4.6,1,,,5.86,5.1,2313,36.23,63.73,0.04,0,50,0,1.21,98144.21,881.17,8.78,12.03,31046,77.18,21.58,1.04,15.69,400,0,13652.85,99025.38,0
 World,Liberia,2016,EXPIMP,Plastic or Rubber,50322.7,106776.57,0.48,10.22,,,,12.02,0.98,219,41.55,58.45,0,0,400,0,0,97105.44,6682.34,10.12,3.89,10395,78.61,20.23,5.48,49.32,400,0,122.79,103787.78,0
 World,Libya,2016,EXPIMP,Plastic or Rubber,462947.19,1547.02,3.34,0.02,,,,8.15,3.15,162,59.26,40.74,0,0,20,0,0,347.53,1058.82,10.02,8.26,7215,80,19.24,1.85,32.1,400,0,10.09,1406.35,0
 World,St. Lucia,2016,EXPIMP,Plastic or Rubber,19910.23,333.99,1.68,0.23,1,2.55,2.55,1.5,4.17,255,12.55,87.45,0,0,20,0,0,359.12,342.24,10.25,10.7,12541,79.78,19.2,4.31,45.88,400,0,13.85,701.36,0
 World,Latin America & Caribbean,2016,EXPIMP,Plastic or Rubber,59604303.91,21566978.59,5.96,2.29,,,,4.02,5,62094,47.15,52.75,0.02,0.08,400,0,305352.05,19643462.65,396.76,8,8.91,41855,74.95,23.78,0.07,0.78,400,0,1398310.03,19643859.41,0
 World,Sri Lanka,2016,EXPIMP,Plastic or Rubber,931562.65,956636.33,4.93,9.16,1,-0.99,-0.99,5.44,9.35,4624,61.74,38.11,0.13,0.02,400,0,36256.61,937643.57,462.21,8.51,10.8,35047,76.18,22.54,0.93,8.76,400,0,46536.28,938105.78,0
 World,Lesotho,2016,EXPIMP,Plastic or Rubber,43376.12,972.5,3.21,0.11,,,,0.12,0.71,309,6.8,93.2,0,0,15,0,0,149.65,619.76,10.49,10.9,16954,79.86,18.81,10.68,62.46,400,0,21.97,769.41,0
 World,Lithuania,2016,EXPIMP,Plastic or Rubber,1484185.54,1235861.96,6.19,6.34,1,1.87,1.87,4.68,4.7,3585,62.01,37.35,0.03,0.61,35,0,1370.44,224181.35,499.15,8.42,8.99,35336,76.08,22.67,0.98,11.41,400,0,6744.22,224680.5,0
 World,Luxembourg,2016,EXPIMP,Plastic or Rubber,1619136.68,2132386.44,7.42,13.03,1,-0.83,-0.83,4.39,5.65,3759,57.12,42.4,0.03,0.45,35,0,861.58,399020.25,1897.18,8.54,9.92,32017,76.26,22.53,0.8,9.5,400,0,62538.32,400917.43,0
