Id,Year
799,1953
800,1953
801,1953
802,1953
803,1953
804,1953
805,1953
806,1953
807,1953
808,1953
809,1953
810,1953
811,1953
812,1953
813,1953
814,1953
815,1953
816,1953
817,1953
818,1953
819,1953
820,1953
821,1953
822,1953
823,1953
824,1953
825,1953
826,1953
827,1953
828,1953
829,1953
830,1954
831,1954
832,1954
833,1954
834,1954
835,1954
836,1954
837,1954
838,1954
839,1954
840,1954
841,1954
842,1954
843,1954
844,1954
845,1954
846,1954
847,1954
848,1954
849,1954
850,1954
851,1954
852,1954
853,1954
854,1954
855,1954
856,1954
857,1954
858,1954
859,1954
860,1954
861,1954
862,1954
863,1954
864,1954
865,1954
866,1954
867,1954
868,1954
869,1954
870,1954
871,1954
872,1954
873,1954
874,1954
875,1954
876,1954
877,1954
878,1954
879,1954
880,1954
881,1954
882,1954
883,1954
884,1954
885,1954
886,1954
887,1954
888,1954
889,1954
890,1954
891,1954
892,1954
893,1954
894,1954
895,1954
896,1954
897,1954
898,1954
899,1954
900,1954
901,1954
902,1954
903,1954
904,1954
905,1954
906,1954
907,1954
908,1954
909,1954
910,1954
911,1954
912,1954
913,1954
914,1954
915,1954
916,1954
917,1954
918,1954
919,1954
920,1954
921,1954
922,1954
923,1954
924,1954
925,1954
926,1954
927,1954
928,1954
929,1954
930,1954
931,1954
932,1954
933,1954
934,1954
935,1954
936,1954
937,1954
938,1954
939,1954
940,1954
941,1954
942,1954
943,1954
944,1954
945,1954
946,1954
947,1954
948,1954
949,1954
950,1954
951,1954
952,1954
953,1954
954,1954
955,1954
956,1954
957,1954
958,1954
959,1954
960,1954
961,1955
962,1955
963,1955
964,1955
965,1955
966,1955
967,1955
968,1955
969,1955
970,1955
971,1955
972,1955
973,1955
974,1955
975,1955
976,1955
977,1955
978,1955
979,1955
980,1955
981,1955
982,1955
983,1955
984,1955
985,1955
986,1955
987,1955
988,1955
989,1955
990,1955
991,1955
992,1955
993,1955
994,1955
995,1955
996,1955
997,1955
998,1955
999,1955
1000,1955
1001,1955
1002,1955
1003,1955
1004,1955
1005,1955
1006,1955
1007,1955
1008,1955
1009,1955
1010,1955
1011,1955
1012,1955
1013,1955
1014,1955
1015,1955
1016,1955
1017,1955
1018,1955
1019,1955
1020,1955
1021,1955
1022,1955
1023,1955
1024,1955
1025,1955
1026,1955
1027,1955
1028,1955
1029,1955
1030,1955
1031,1955
1032,1955
1033,1955
1034,1955
1035,1955
1036,1955
1037,1955
1038,1955
1039,1955
1040,1955
1041,1955
1042,1955
1043,1955
1044,1955
1045,1955
1046,1955
1047,1955
1048,1955
1049,1955
1050,1955
1051,1955
1052,1955
1053,1955
1054,1955
1055,1955
1056,1955
1057,1955
1058,1955
1059,1955
1060,1955
1061,1955
1062,1955
1063,1955
1064,1955
1065,1955
1066,1955
1067,1955
1068,1955
1069,1955
1070,1955
1071,1955
1072,1955
1073,1955
1074,1955
1075,1955
1076,1955
1077,1955
1078,1955
1079,1955
1080,1955
1081,1955
1082,1955
1083,1955
1084,1955
1085,1955
1086,1955
1087,1955
1088,1955
1089,1955
1090,1955
1091,1955
1092,1955
1093,1955
1094,1955
1095,1955
1096,1955
1097,1955
1098,1955
1099,1955
1100,1955
1101,1955
1102,1955
1103,1955
1104,1955
1105,1955
1106,1955
1107,1955
1108,1955
1109,1955
1110,1955
1111,1955
1112,1955
1113,1955
1114,1955
1115,1955
1116,1955
1117,1955
1118,1955
1119,1955
1120,1955
1121,1955
1122,1955
1123,1955
1124,1955
1125,1955
1126,1955
1127,1955
1128,1955
1129,1955
1130,1955
1131,1955
1132,1955
1133,1955
1134,1955
1135,1955
1136,1955
1137,1955
1138,1955
1139,1955
1140,1955
1141,1955
1142,1955
1143,1955
1144,1955
1145,1955
1146,1955
1147,1955
1148,1955
1149,1955
1150,1955
1151,1955
1152,1955
1153,1955
1154,1956
1155,1956
1156,1956
1157,1956
1158,1956
1159,1956
1160,1956
1161,1956
1162,1956
1163,1956
1164,1956
1165,1956
1166,1956
1167,1956
1168,1956
1169,1956
1170,1956
1171,1956
1172,1956
1173,1956
1174,1956
1175,1956
1176,1956
1177,1956
1178,1956
1179,1956
1180,1956
1181,1956
1182,1956
1183,1956
1184,1956
1185,1956
1186,1956
1187,1956
1188,1956
1189,1956
1190,1956
1191,1956
1192,1956
1193,1956
1194,1956
1195,1956
1196,1956
1197,1956
1198,1956
1199,1956
1200,1956
1201,1956
1202,1956
1203,1956
1204,1956
1205,1956
1206,1956
1207,1956
1208,1956
1209,1956
1210,1956
1211,1956
1212,1956
1213,1956
1214,1956
1215,1956
1216,1956
1217,1956
1218,1956
1219,1956
1220,1956
1221,1956
1222,1956
1223,1956
1224,1956
1225,1956
1226,1956
1227,1956
1228,1956
1229,1956
1230,1956
1231,1956
1232,1956
1233,1956
1234,1956
1235,1956
1236,1956
1237,1956
1238,1956
1239,1956
1240,1956
1241,1956
1242,1956
1243,1956
1244,1956
1245,1956
1246,1956
1247,1956
1248,1956
1249,1956
1250,1956
1251,1956
1252,1956
1253,1956
1254,1956
1255,1956
1256,1956
1257,1956
1258,1956
1259,1956
1260,1956
1261,1956
1262,1956
1263,1956
1264,1956
1265,1956
1266,1956
1267,1956
1268,1956
1269,1956
1270,1956
1271,1956
1272,1956
1273,1956
1274,1956
1275,1956
1276,1956
1277,1956
1278,1956
1279,1956
1280,1956
1281,1956
1282,1956
1283,1956
1284,1956
1285,1956
1286,1956
1287,1956
1288,1956
1289,1956
1290,1956
1291,1956
1292,1956
1293,1956
1294,1956
1295,1956
1296,1956
1297,1956
1298,1956
1299,1956
1300,1956
1301,1956
1302,1956
1303,1956
1304,1956
1305,1956
1306,1956
1307,1956
1308,1956
1309,1956
1310,1956
1311,1956
1312,1956
1313,1956
1314,1956
1315,1956
1316,1956
1317,1956
1318,1956
1319,1956
1320,1956
1321,1956
1322,1956
1323,1956
1324,1956
1325,1956
1326,1956
1327,1956
1328,1956
1329,1956
1330,1956
1331,1956
1332,1956
1333,1956
1334,1956
1335,1957
1336,1957
1337,1957
1338,1957
1339,1957
1340,1957
1341,1957
1342,1957
1343,1957
1344,1957
1345,1957
1346,1957
1347,1957
1348,1957
1349,1957
1350,1957
1351,1957
1352,1957
1353,1957
1354,1957
1355,1957
1356,1957
1357,1957
1358,1957
1359,1957
1360,1957
1361,1957
1362,1957
1363,1957
1364,1957
1365,1957
1366,1957
1367,1957
1368,1957
1369,1957
1370,1957
1371,1957
1372,1957
1373,1957
1374,1957
1375,1957
1376,1957
1377,1957
1378,1957
1379,1957
1380,1957
1381,1957
1382,1957
1383,1957
1384,1957
1385,1957
1386,1957
1387,1957
1388,1957
1389,1957
1390,1957
1391,1957
1392,1957
1393,1957
1394,1957
1395,1957
1396,1957
1397,1957
1398,1957
1399,1957
1400,1957
1401,1957
1402,1957
1403,1957
1404,1957
1405,1957
1406,1957
1407,1957
1408,1957
1409,1957
1410,1957
1411,1957
1412,1957
1413,1957
1414,1957
1415,1957
1416,1957
1417,1957
1418,1957
1419,1957
1420,1957
1421,1957
1422,1957
1423,1957
1424,1957
1425,1957
1426,1957
1427,1957
1428,1957
1429,1957
1430,1957
1431,1957
1432,1957
1433,1957
1434,1957
1435,1957
1436,1957
1437,1957
1438,1957
1439,1957
1440,1957
1441,1957
1442,1957
1443,1957
1444,1957
1445,1957
1446,1957
1447,1957
1448,1957
1449,1957
1450,1957
1451,1957
1452,1957
1453,1957
1454,1957
1455,1957
1456,1957
1457,1957
1458,1957
1459,1957
1460,1957
1461,1957
1462,1957
1463,1957
1464,1957
1465,1957
1466,1957
1467,1957
1468,1957
1469,1957
1470,1957
1471,1957
1472,1957
1473,1957
1474,1958
1475,1958
1476,1958
1477,1958
1478,1958
1479,1958
1480,1958
1481,1958
1482,1958
1483,1958
1484,1958
1485,1958
1486,1958
1487,1958
1488,1958
1489,1958
1490,1958
1491,1958
1492,1958
1493,1958
1494,1958
1495,1958
1496,1958
1497,1958
1498,1958
1499,1958
1500,1958
1501,1958
1502,1958
1503,1958
1504,1958
1505,1958
1506,1958
1507,1958
1508,1958
1509,1958
1510,1958
1511,1958
1512,1958
1513,1958
1514,1958
1515,1958
1516,1958
1517,1958
1518,1958
1519,1958
1520,1958
1521,1958
1522,1958
1523,1958
1524,1958
1525,1958
1526,1958
1527,1958
1528,1958
1529,1958
1530,1958
1531,1958
1532,1958
1533,1958
1534,1958
1535,1958
1536,1958
1537,1958
1538,1958
1539,1958
1540,1958
1541,1958
1542,1958
1543,1958
1544,1958
1545,1958
1546,1958
1547,1958
1548,1958
1549,1958
1550,1958
1551,1958
1552,1958
1553,1958
1554,1958
1555,1958
1556,1958
1557,1958
1558,1958
1559,1958
1560,1958
1561,1958
1562,1958
1563,1958
1564,1958
1565,1958
1566,1958
1567,1958
1568,1958
1569,1958
1570,1958
1571,1958
1572,1958
1573,1958
1574,1958
1575,1958
1576,1958
1577,1958
1578,1958
1579,1958
1580,1958
1581,1958
1582,1958
1583,1958
1584,1958
1585,1958
1586,1959
1587,1959
1588,1959
1589,1959
1590,1959
1591,1959
1592,1959
1593,1959
1594,1959
1595,1959
1596,1959
1597,1959
1598,1959
1599,1959
1600,1959
1601,1959
1602,1959
1603,1959
1604,1959
1605,1959
1606,1959
1607,1959
1608,1959
1609,1959
1610,1959
1611,1959
1612,1959
1613,1959
1614,1959
1615,1959
1616,1959
1617,1959
1618,1959
1619,1959
1620,1959
1621,1959
1622,1959
1623,1959
1624,1959
1625,1959
1626,1959
1627,1959
1628,1959
1629,1959
1630,1959
1631,1959
1632,1959
1633,1959
1634,1959
1635,1959
1636,1959
1637,1959
1638,1959
1639,1959
1640,1959
1641,1959
1642,1959
1643,1959
1644,1959
1645,1959
1646,1959
1647,1959
1648,1959
1649,1959
1650,1959
1651,1959
1652,1959
1653,1959
1654,1959
1655,1959
1656,1959
1657,1959
1658,1959
1659,1959
1660,1959
1661,1959
1662,1959
1663,1959
1664,1959
1665,1959
1666,1959
1667,1959
1668,1959
1669,1959
1670,1959
1671,1959
1672,1959
1673,1959
1674,1959
1675,1959
1676,1959
1677,1959
1678,1959
1679,1959
1680,1959
1681,1959
1682,1959
1683,1959
1684,1959
1685,1959
1686,1959
1687,1959
1688,1959
1689,1959
1690,1959
1691,1959
1692,1959
1693,1959
1694,1959
1695,1959
1696,1959
1697,1959
1698,1959
1699,1959
1700,1959
1701,1959
1702,1959
1703,1959
1704,1959
1705,1959
1706,1959
1707,1959
1708,1959
1709,1959
1710,1959
1711,1959
1712,1959
1713,1959
1714,1959
1715,1959
1716,1959
1717,1959
1718,1959
1719,1959
1720,1959
1721,1959
1722,1959
1723,1959
1724,1959
1725,1959
1726,1959
1727,1959
1728,1959
1729,1959
1730,1959
1731,1959
1732,1959
1733,1959
1734,1959
1735,1959
1736,1959
1737,1959
1738,1959
1739,1959
1740,1959
1741,1959
1742,1959
1743,1959
1744,1959
1745,1959
1746,1959
1747,1959
1748,1959
1749,1959
1750,1959
1751,1959
1752,1959
1753,1959
1754,1959
1755,1959
1756,1959
1757,1959
1758,1959
1759,1959
1760,1959
1761,1959
1762,1960
1763,1960
1764,1960
1765,1960
1766,1960
1767,1960
1768,1960
1769,1960
1770,1960
1771,1960
1772,1960
1773,1960
1774,1960
1775,1960
1776,1960
1777,1960
1778,1960
1779,1960
1780,1960
1781,1960
1782,1960
1783,1960
1784,1960
1785,1960
1786,1960
1787,1960
1788,1960
1789,1960
1790,1960
1791,1960
1792,1960
1793,1960
1794,1960
1795,1960
1796,1960
1797,1960
1798,1960
1799,1960
1800,1960
1801,1960
1802,1960
1803,1960
1804,1960
1805,1960
1806,1960
1807,1960
1808,1960
1809,1960
1810,1960
1811,1960
1812,1960
1813,1960
1814,1960
1815,1960
1816,1960
1817,1960
1818,1960
1819,1960
1820,1960
1821,1960
1822,1960
1823,1960
1824,1960
1825,1960
1826,1960
1827,1960
1828,1960
1829,1960
1830,1960
1831,1960
1832,1960
1833,1960
1834,1960
1835,1960
1836,1960
1837,1960
1838,1960
1839,1960
1840,1960
1841,1960
1842,1960
1843,1960
1844,1960
1845,1960
1846,1960
1847,1960
1848,1960
1849,1960
1850,1960
1851,1960
1852,1960
1853,1960
1854,1960
1855,1960
1856,1960
1857,1960
1858,1960
1859,1960
1860,1960
1861,1960
1862,1960
1863,1960
1864,1960
1865,1960
1866,1960
1867,1960
1868,1960
1869,1960
1870,1960
